Categoria,Famiglia,Id Elemento,Stato
Pilastri,BR-TI-Tirafondo-01,596495,1
Pilastri,BR-AL-Allettamento-01,596496,1
Pilastri,BR-PI-Piastra-01,596497,1
Pilastri,BR-TI-Tirafondo-01,596498,1
Pilastri,BR-AL-Allettamento-01,596499,1
Pilastri,BR-PI-Piastra-01,596500,1
Pilastri,BR-TI-Tirafondo-01,596501,1
Pilastri,BR-AL-Allettamento-01,596502,1
Pilastri,BR-PI-Piastra-01,596503,1
Pilastri,BR-TI-Tirafondo-01,596504,1
Pilastri,BR-AL-Allettamento-01,596505,1
Pilastri,BR-PI-Piastra-01,596506,1
Pilastri,BR-TI-Tirafondo-01,596507,1
Pilastri,BR-AL-Allettamento-01,596508,1
Pilastri,BR-PI-Piastra-01,596509,1
Pilastri,BR-TI-Tirafondo-01,596510,1
Pilastri,BR-AL-Allettamento-01,596511,1
Pilastri,BR-PI-Piastra-01,596512,1
Pilastri,BR-TI-Tirafondo-01,596513,1
Pilastri,BR-AL-Allettamento-01,596514,1
Pilastri,BR-PI-Piastra-01,596515,1
Pilastri,BR-TI-Tirafondo-01,596516,1
Pilastri,BR-AL-Allettamento-01,596517,1
Pilastri,BR-PI-Piastra-01,596518,1
Pilastri,BR-TI-Tirafondo-01,596519,1
Pilastri,BR-AL-Allettamento-01,596520,1
Pilastri,BR-PI-Piastra-01,596521,1
Pilastri,BR-TI-Tirafondo-01,596522,1
Pilastri,BR-AL-Allettamento-01,596523,1
Pilastri,BR-PI-Piastra-01,596524,1
Pilastri,BR-TI-Tirafondo-01,596525,1
Pilastri,BR-AL-Allettamento-01,596526,1
Pilastri,BR-PI-Piastra-01,596527,1
Pilastri,BR-TI-Tirafondo-01,596528,1
Pilastri,BR-AL-Allettamento-01,596529,1
Pilastri,BR-PI-Piastra-01,596530,1
Pilastri,BR-TI-Tirafondo-01,596531,1
Pilastri,BR-AL-Allettamento-01,596532,1
Pilastri,BR-PI-Piastra-01,596533,1
Pilastri,BR-TI-Tirafondo-01,596534,1
Pilastri,BR-AL-Allettamento-01,596535,1
Pilastri,BR-PI-Piastra-01,596536,1
Pilastri,BR-TI-Tirafondo-01,596537,1
Pilastri,BR-AL-Allettamento-01,596538,1
Pilastri,BR-PI-Piastra-01,596539,1
Pilastri,BR-TI-Tirafondo-01,596540,1
Pilastri,BR-AL-Allettamento-01,596541,1
Pilastri,BR-PI-Piastra-01,596542,1
Pilastri,BR-TI-Tirafondo-01,596543,1
Pilastri,BR-AL-Allettamento-01,596544,1
Pilastri,BR-PI-Piastra-01,596545,1
Pilastri,BR-TI-Tirafondo-01,596546,1
Pilastri,BR-AL-Allettamento-01,596547,1
Pilastri,BR-PI-Piastra-01,596548,1
Pilastri,BR-TI-Tirafondo-01,596549,1
Pilastri,BR-AL-Allettamento-01,596550,1
Pilastri,BR-PI-Piastra-01,596551,1
Pilastri,BR-TI-Tirafondo-01,596552,1
Pilastri,BR-AL-Allettamento-01,596553,1
Pilastri,BR-PI-Piastra-01,596554,1
Pilastri,BR-TI-Tirafondo-01,596555,1
Pilastri,BR-AL-Allettamento-01,596556,1
Pilastri,BR-PI-Piastra-01,596557,1
Pilastri,BR-TI-Tirafondo-01,596558,1
Pilastri,BR-AL-Allettamento-01,596559,1
Pilastri,BR-PI-Piastra-01,611334,1
Pilastri,BR-TI-Tirafondo-01,611335,1
Pilastri,BR-AL-Allettamento-01,611336,1
Pilastri,BR-PI-Piastra-01,611337,1
Pilastri,BR-TI-Tirafondo-01,611338,1
Pilastri,BR-AL-Allettamento-01,611339,1
Pilastri,BR-PI-Piastra-01,611340,1
Pilastri,BR-TI-Tirafondo-01,611341,1
Pilastri,BR-AL-Allettamento-01,611342,1
Pilastri,BR-PI-Piastra-01,611343,1
Pilastri,BR-TI-Tirafondo-01,611344,1
Pilastri,BR-AL-Allettamento-01,611345,1
Pilastri,BR-PI-Piastra-01,611346,1
Pilastri,BR-TI-Tirafondo-01,611347,1
Pilastri,BR-AL-Allettamento-01,611348,1
Pilastri,BR-PI-Piastra-01,611349,1
Pilastri,BR-TI-Tirafondo-01,611350,1
Pilastri,BR-AL-Allettamento-01,611351,1
Pilastri,BR-PI-Piastra-01,611352,1
Pilastri,BR-TI-Tirafondo-01,611353,1
Pilastri,BR-AL-Allettamento-01,611354,1
Pilastri,BR-PI-Piastra-01,611355,1
Pilastri,BR-TI-Tirafondo-01,611356,1
Pilastri,BR-AL-Allettamento-01,611357,1
Pilastri,BR-PI-Piastra-01,611358,1
Pilastri,BR-TI-Tirafondo-01,611359,1
Pilastri,BR-AL-Allettamento-01,611360,1
Pilastri,BR-PI-Piastra-01,611361,1
Pilastri,BR-TI-Tirafondo-01,611362,1
Pilastri,BR-AL-Allettamento-01,611363,1
Pilastri,BR-PI-Piastra-01,611364,1
Pilastri,BR-TI-Tirafondo-01,611365,1
Pilastri,BR-AL-Allettamento-01,611366,1
Pilastri,BR-PI-Piastra-01,611367,1
Pilastri,BR-TI-Tirafondo-01,611368,1
Pilastri,BR-AL-Allettamento-01,611369,1
Pilastri,BR-PI-Piastra-01,611370,1
Pilastri,BR-TI-Tirafondo-01,611371,1
Pilastri,BR-AL-Allettamento-01,611372,1
Pilastri,BR-PI-Piastra-01,611373,1
Pilastri,BR-TI-Tirafondo-01,611374,1
Pilastri,BR-AL-Allettamento-01,611375,1
Balaustre,SI-SG-Sostegno-02,615472,1
Balaustre,SI-SG-Sostegno-02,615473,1
Modelli generici,BR-SL-Scossalina-01,717470,1
Modelli generici,BR-SL-Scossalina-01,717471,1
Modelli generici,BR-SL-Scossalina-01,717472,1
Modelli generici,BR-SL-Scossalina-01,717473,1
Modelli generici,BR-SL-Scossalina-01,717509,1
Modelli generici,BR-SL-Scossalina-01,717510,1
Modelli generici,BR-SL-Scossalina-01,717511,1
Modelli generici,BR-SL-Scossalina-01,717512,1
Modelli generici,BR-SL-Scossalina-02,717554,1
Modelli generici,BR-SL-Scossalina-02,717579,1
Modelli generici,BR-SL-Scossalina-02,717584,1
Modelli generici,BR-SL-Scossalina-02,717588,1
Modelli generici,BR-SL-Scossalina-02,717604,1
Modelli generici,BR-SL-Scossalina-02,717610,1
Modelli generici,BR-SL-Scossalina-02,717615,1
Modelli generici,BR-SL-Scossalina-02,717619,1
Pilastri,BR-AL-Allettamento-01,728811,1
Pilastri,BR-AL-Allettamento-01,728816,1
Pilastri,BR-AL-Allettamento-01,728821,1
Pilastri,BR-AL-Allettamento-01,728825,1
Pilastri,BR-AL-Allettamento-01,728826,1
Pilastri,BR-AL-Allettamento-01,728827,1
Pilastri,BR-AL-Allettamento-01,728828,1
Pilastri,BR-AL-Allettamento-01,728829,1
Pilastri,BR-AL-Allettamento-01,728836,1
Pilastri,BR-AL-Allettamento-01,728841,1
Pilastri,BR-AL-Allettamento-01,728846,1
Pilastri,BR-AL-Allettamento-01,728850,1
Pilastri,BR-AL-Allettamento-01,728852,1
Pilastri,BR-AL-Allettamento-01,728853,1
Pilastri,BR-AL-Allettamento-01,728854,1
Pilastri,BR-AL-Allettamento-01,728855,1
Pilastri,BR-AL-Allettamento-01,740066,1
Pilastri,BR-AL-Allettamento-01,740085,1
Balaustre,SI-SG-Sostegno-04,754459,1
Balaustre,SI-SG-Sostegno-04,754460,1
Balaustre,SI-SG-SostegnoTransizione-02,755316,1
Balaustre,SI-SG-Sostegno-02,755317,1
Balaustre,SI-SG-Sostegno-02,755716,1
Balaustre,SI-SG-SostegnoTransizione-02,755717,1
Balaustre,SI-SG-Sostegno-04,755718,1
Balaustre,SI-SG-Sostegno-04,755719,1
Pilastri,BR-MN-MontanteCent-04,772302,1
Pilastri,BR-PI-Piastra-02,772303,1
Pilastri,BR-TI-Tirafondo-02,772304,1
Pilastri,BR-AL-Allettamento-01,772306,1
Pilastri,BR-MN-MontanteAngolare-04,772308,1
Pilastri,BR-PI-Piastra-01,772309,1
Pilastri,BR-TI-Tirafondo-01,772310,1
Pilastri,BR-MN-MontanteAngolare-04,772502,1
Pilastri,BR-PI-Piastra-01,772503,1
Pilastri,BR-TI-Tirafondo-01,772504,1
Pilastri,BR-MN-MontanteCent-04,772614,1
Pilastri,BR-PI-Piastra-02,772615,1
Pilastri,BR-TI-Tirafondo-02,772616,1
Pilastri,BR-AL-Allettamento-01,772617,1
Pilastri,BR-MN-MontanteAngolare-04,772618,1
Pilastri,BR-PI-Piastra-01,772619,1
Pilastri,BR-TI-Tirafondo-01,772620,1
Pilastri,BR-MN-MontanteAngolare-04,772621,1
Pilastri,BR-PI-Piastra-01,772622,1
Pilastri,BR-TI-Tirafondo-01,772623,1
